nombre_playa,ocupacion,fecha
Marlin,730,23/02/24
Pez Volador,140,23/02/24
Tortugas,1330,23/02/24
Ballenas,200,24/02/24
Caracol,1090,24/02/24
Chac-Mool,605,24/02/24
Del Niño,900,24/02/24
Delfines,3100,24/02/24
Gaviota Azul,2010,24/02/24
Langosta,340,24/02/24
Las Perlas,230,24/02/24
Marlin,920,24/02/24
Pez Volador,150,24/02/24
Tortugas,600,24/02/24
Ballenas,110,25/02/24
Caracol,980,25/02/24
Chac-Mool,380,25/02/24
Del Niño,1900,25/02/24
Delfines,4100,25/02/24
Gaviota Azul,2400,25/02/24
Langosta,640,25/02/24
Las Perlas,285,25/02/24
Marlin,1350,25/02/24
Pez Volador,270,25/02/24
Tortugas,850,25/02/24
Ballenas,47,29/02/24
Caracol,0,29/02/24
Chac-Mool,85,29/02/24
Del Niño,210,29/02/24
Delfines,2350,29/02/24
Gaviota Azul,1280,29/02/24
Langosta,180,29/02/24
Las Perlas,210,29/02/24
Marlin,400,29/02/24
Pez Volador,150,29/02/24
Tortugas,325,29/02/24
Ballenas,90,25/03/24
Caracol,0,25/03/24
Chac-Mool,1300,25/03/24
Del Niño,1500,25/03/24
Delfines,2750,25/03/24
Gaviota Azul,1600,25/03/24
Langosta,360,25/03/24
Las Perlas,260,25/03/24
Marlin,210,25/03/24
Pez Volador,210,25/03/24
Tortugas,0,25/03/24
Ballenas,130,26/03/24
Caracol,0,26/03/24
Chac-Mool,900,26/03/24
Del Niño,1700,26/03/24
Delfines,1500,26/03/24
Gaviota Azul,1350,26/03/24
Langosta,520,26/03/24
Las Perlas,250,26/03/24
Marlin,450,26/03/24
Pez Volador,370,26/03/24
Tortugas,0,26/03/24
Ballenas,168,27/03/24
Caracol,0,27/03/24
Chac-Mool,370,27/03/24
Del Niño,1000,27/03/24
Delfines,2450,27/03/24
Gaviota Azul,1350,27/03/24
Langosta,480,27/03/24
Las Perlas,500,27/03/24
Marlin,1140,27/03/24
Pez Volador,280,27/03/24
Tortugas,1540,27/03/24
Ballenas,72,28/03/24
Caracol,0,28/03/24
Chac-Mool,450,28/03/24
Del Niño,1250,28/03/24
Delfines,2550,28/03/24
Gaviota Azul,2600,28/03/24
Langosta,790,28/03/24
Las Perlas,500,28/03/24
Marlin,1760,28/03/24
Pez Volador,330,28/03/24
Tortugas,480,28/03/24
Ballenas,260,29/03/24
Caracol,0,29/03/24
Chac-Mool,2400,29/03/24
Del Niño,1780,29/03/24
Delfines,8600,29/03/24
Gaviota Azul,5500,29/03/24
Langosta,750,29/03/24
Las Perlas,200,29/03/24
Marlin,3000,29/03/24
Pez Volador,370,29/03/24
Tortugas,980,29/03/24
Ballenas,250,30/03/24
Caracol,510,30/03/24
Chac-Mool,1290,30/03/24
Del Niño,3500,30/03/24
Delfines,5400,30/03/24
Gaviota Azul,7000,30/03/24
Langosta,2170,30/03/24
Las Perlas,450,30/03/24
Marlin,2300,30/03/24
Pez Volador,0,30/03/24
Tortugas,2450,30/03/24
Ballenas,210,31/03/24
Caracol,570,31/03/24
Chac-Mool,1250,31/03/24
Del Niño,2500,31/03/24
Delfines,6600,31/03/24
Gaviota Azul,5200,31/03/24
Langosta,3200,31/03/24
Las Perlas,600,31/03/24
Marlin,2400,31/03/24
Pez Volador,520,31/03/24
Tortugas,2700,31/03/24
Ballenas,130,01/04/24
Caracol,0,01/04/24
Chac-Mool,900,01/04/24
Del Niño,1600,01/04/24
Delfines,2500,01/04/24
Gaviota Azul,1780,01/04/24
Langosta,1350,01/04/24
Las Perlas,310,01/04/24
Marlin,800,01/04/24
Pez Volador,490,01/04/24
Tortugas,0,01/04/24
Ballenas,120,02/04/24
Caracol,0,02/04/24
Chac-Mool,900,02/04/24
Del Niño,1250,02/04/24
Delfines,2200,02/04/24
Gaviota Azul,1850,02/04/24
Langosta,330,02/04/24
Las Perlas,240,02/04/24
Marlin,1420,02/04/24
Pez Volador,290,02/04/24
Tortugas,0,02/04/24
Ballenas,110,03/04/24
Caracol,0,03/04/24
Chac-Mool,500,03/04/24
Del Niño,800,03/04/24
Delfines,2000,03/04/24
Gaviota Azul,2000,03/04/24
Langosta,600,03/04/24
Las Perlas,405,03/04/24
Marlin,1100,03/04/24
Pez Volador,280,03/04/24
Tortugas,0,03/04/24
Ballenas,80,04/04/24
Caracol,0,04/04/24
Chac-Mool,470,04/04/24
Del Niño,850,04/04/24
Delfines,2250,04/04/24
Gaviota Azul,2800,04/04/24
Langosta,470,04/04/24
Las Perlas,310,04/04/24
Marlin,550,04/04/24
Pez Volador,190,04/04/24
Tortugas,240,04/04/24
Ballenas,130,05/04/24
Caracol,0,05/04/24
Chac-Mool,600,05/04/24
Del Niño,590,05/04/24
Delfines,950,05/04/24
Gaviota Azul,1500,05/04/24
Langosta,280,05/04/24
Las Perlas,200,05/04/24
Marlin,550,05/04/24
Pez Volador,170,05/04/24
Tortugas,430,05/04/24
Ballenas,150,06/04/24
Caracol,0,06/04/24
Chac-Mool,300,06/04/24
Del Niño,630,06/04/24
Delfines,3230,06/04/24
Gaviota Azul,2100,06/04/24
Langosta,960,06/04/24
Las Perlas,275,06/04/24
Marlin,2230,06/04/24
Pez Volador,0,06/04/24
Tortugas,650,06/04/24
Ballenas,200,07/04/24
Caracol,330,07/04/24
Chac-Mool,430,07/04/24
Del Niño,850,07/04/24
Delfines,1950,07/04/24
Gaviota Azul,3000,07/04/24
Langosta,360,07/04/24
Las Perlas,295,07/04/24
Marlin,2200,07/04/24
Pez Volador,280,07/04/24
Tortugas,1100,07/04/24
Ballenas,100,08/04/24
Caracol,0,08/04/24
Chac-Mool,160,08/04/24
Del Niño,270,08/04/24
Delfines,1900,08/04/24
Gaviota Azul,1030,08/04/24
Langosta,200,08/04/24
Las Perlas,175,08/04/24
Marlin,500,08/04/24
Pez Volador,140,08/04/24
Tortugas,690,08/04/24
Ballenas,90,09/04/24
Caracol,0,09/04/24
Chac-Mool,405,09/04/24
Del Niño,140,09/04/24
Delfines,1430,09/04/24
Gaviota Azul,1450,09/04/24
Langosta,220,09/04/24
Las Perlas,180,09/04/24
Marlin,380,09/04/24
Pez Volador,120,09/04/24
Tortugas,0,09/04/24
Ballenas,68,10/04/24
Caracol,0,10/04/24
Chac-Mool,200,10/04/24
Del Niño,160,10/04/24
Delfines,1500,10/04/24
Gaviota Azul,500,10/04/24
Langosta,230,10/04/24
Las Perlas,125,10/04/24
Marlin,120,10/04/24
Pez Volador,170,10/04/24
Tortugas,0,10/04/24
Ballenas,34,11/04/24
Caracol,45,11/04/24
Chac-Mool,140,11/04/24
Del Niño,80,11/04/24
Delfines,260,11/04/24
Gaviota Azul,600,11/04/24
Langosta,150,11/04/24
Las Perlas,40,11/04/24
Marlin,35,11/04/24
Pez Volador,95,11/04/24
Tortugas,40,11/04/24
Ballenas,110,12/04/24
Caracol,0,12/04/24
Chac-Mool,80,12/04/24
Del Niño,130,12/04/24
Delfines,710,12/04/24
Gaviota Azul,500,12/04/24
Langosta,51,12/04/24
Las Perlas,20,12/04/24
Marlin,225,12/04/24
Pez Volador,35,12/04/24
Tortugas,0,12/04/24
Ballenas,110,13/04/24
Caracol,130,13/04/24
Chac-Mool,400,13/04/24
Del Niño,450,13/04/24
Delfines,1250,13/04/24
Gaviota Azul,1500,13/04/24
Langosta,155,13/04/24
Las Perlas,130,13/04/24
Marlin,500,13/04/24
Pez Volador,0,13/04/24
Tortugas,210,13/04/24
Ballenas,150,14/04/24
Ballenas,160,14/04/24
Caracol,210,14/04/24
Caracol,595,14/04/24
Chac-Mool,850,14/04/24
Chac-Mool,180,14/04/24
Del Niño,900,14/04/24
Del Niño,355,14/04/24
Delfines,2600,14/04/24
Delfines,900,14/04/24
Gaviota Azul,2000,14/04/24
Gaviota Azul,1250,14/04/24
Langosta,250,14/04/24
Langosta,200,14/04/24
Las Perlas,180,14/04/24
Las Perlas,250,14/04/24
Marlin,1000,14/04/24
Marlin,700,14/04/24
Pez Volador,180,14/04/24
Pez Volador,85,14/04/24
Tortugas,520,14/04/24
Tortugas,550,14/04/24
Ballenas,130,15/04/24
Ballenas,170,15/04/24
Caracol,0,15/04/24
Caracol,460,15/04/24
Chac-Mool,250,15/04/24
Chac-Mool,380,15/04/24
Del Niño,490,15/04/24
Del Niño,430,15/04/24
Delfines,3700,15/04/24
Delfines,1400,15/04/24
Gaviota Azul,1330,15/04/24
Gaviota Azul,1030,15/04/24
Langosta,150,15/04/24
Langosta,1030,15/04/24
Las Perlas,110,15/04/24
Las Perlas,250,15/04/24
Marlin,370,15/04/24
Marlin,750,15/04/24
Pez Volador,105,15/04/24
Pez Volador,440,15/04/24
Tortugas,0,15/04/24
Tortugas,2000,15/04/24
Ballenas,120,16/04/24
Ballenas,270,16/04/24
Caracol,0,16/04/24
Caracol,280,16/04/24
Chac-Mool,280,16/04/24
Chac-Mool,360,16/04/24
Del Niño,290,16/04/24
Del Niño,440,16/04/24
Delfines,1800,16/04/24
Delfines,1100,16/04/24
Gaviota Azul,900,16/04/24
Gaviota Azul,2200,16/04/24
Langosta,220,16/04/24
Langosta,1050,16/04/24
Las Perlas,100,16/04/24
Las Perlas,140,16/04/24
Marlin,300,16/04/24
Marlin,800,16/04/24
Pez Volador,0,16/04/24
Pez Volador,400,16/04/24
Tortugas,0,16/04/24
Tortugas,800,16/04/24
Ballenas,80,17/04/24
Ballenas,460,17/04/24
Caracol,250,17/04/24
Caracol,550,17/04/24
Chac-Mool,270,17/04/24
Chac-Mool,580,17/04/24
Del Niño,120,17/04/24
Del Niño,620,17/04/24
Delfines,950,17/04/24
Delfines,5520,17/04/24
Gaviota Azul,650,17/04/24
Gaviota Azul,3950,17/04/24
Langosta,170,17/04/24
Langosta,1670,17/04/24
Las Perlas,180,17/04/24
Las Perlas,890,17/04/24
Marlin,550,17/04/24
Marlin,2900,17/04/24
Pez Volador,0,17/04/24
Pez Volador,445,17/04/24
Tortugas,190,17/04/24
Tortugas,1300,17/04/24
Ballenas,70,18/04/24
Ballenas,210,18/04/24
Caracol,0,18/04/24
Caracol,1200,18/04/24
Chac-Mool,450,18/04/24
Chac-Mool,1730,18/04/24
Del Niño,420,18/04/24
Del Niño,880,18/04/24
Delfines,1100,18/04/24
Delfines,5500,18/04/24
Gaviota Azul,1150,18/04/24
Gaviota Azul,2500,18/04/24
Langosta,215,18/04/24
Langosta,2350,18/04/24
Las Perlas,200,18/04/24
Las Perlas,350,18/04/24
Marlin,260,18/04/24
Marlin,4850,18/04/24
Pez Volador,0,18/04/24
Pez Volador,560,18/04/24
Tortugas,1060,18/04/24
Tortugas,1300,18/04/24
Ballenas,110,19/04/24
Ballenas,270,19/04/24
Caracol,0,19/04/24
Caracol,2300,19/04/24
Chac-Mool,450,19/04/24
Chac-Mool,450,19/04/24
Del Niño,690,19/04/24
Del Niño,2400,19/04/24
Delfines,1600,19/04/24
Delfines,3150,19/04/24
Gaviota Azul,1060,19/04/24
Gaviota Azul,7650,19/04/24
Langosta,100,19/04/24
Langosta,1800,19/04/24
Las Perlas,140,19/04/24
Las Perlas,560,19/04/24
Marlin,360,19/04/24
Marlin,2500,19/04/24
Pez Volador,0,19/04/24
Pez Volador,710,19/04/24
Tortugas,0,19/04/24
Tortugas,1400,19/04/24
Ballenas,130,20/04/24
Ballenas,230,20/04/24
Caracol,450,20/04/24
Caracol,2450,20/04/24
Chac-Mool,590,20/04/24
Chac-Mool,600,20/04/24
Del Niño,270,20/04/24
Del Niño,2850,20/04/24
Delfines,2500,20/04/24
Delfines,3650,20/04/24
Gaviota Azul,2100,20/04/24
Gaviota Azul,9650,20/04/24
Langosta,320,20/04/24
Langosta,2000,20/04/24
Las Perlas,225,20/04/24
Las Perlas,220,20/04/24
Marlin,650,20/04/24
Marlin,1620,20/04/24
Pez Volador,140,20/04/24
Pez Volador,600,20/04/24
Tortugas,550,20/04/24
Tortugas,1800,20/04/24
Ballenas,170,21/04/24
Caracol,920,21/04/24
Chac-Mool,810,21/04/24
Del Niño,1250,21/04/24
Delfines,3500,21/04/24
Gaviota Azul,4500,21/04/24
Langosta,405,21/04/24
Las Perlas,360,21/04/24
Marlin,1010,21/04/24
Pez Volador,430,21/04/24
Tortugas,1400,21/04/24
Ballenas,85,22/04/24
Caracol,410,22/04/24
Chac-Mool,210,22/04/24
Del Niño,400,22/04/24
Delfines,2000,22/04/24
Gaviota Azul,950,22/04/24
Langosta,630,22/04/24
Las Perlas,77,22/04/24
Marlin,280,22/04/24
Pez Volador,0,22/04/24
Tortugas,370,22/04/24
Ballenas,90,23/04/24
Caracol,0,23/04/24
Chac-Mool,180,23/04/24
Del Niño,280,23/04/24
Delfines,1350,23/04/24
Gaviota Azul,1600,23/04/24
Langosta,210,23/04/24
Las Perlas,135,23/04/24
Marlin,170,23/04/24
Pez Volador,0,23/04/24
Tortugas,280,23/04/24
Ballenas,90,24/04/24
Caracol,0,24/04/24
Chac-Mool,130,24/04/24
Del Niño,250,24/04/24
Delfines,2450,24/04/24
Gaviota Azul,1010,24/04/24
Langosta,650,24/04/24
Las Perlas,175,24/04/24
Marlin,670,24/04/24
Pez Volador,0,24/04/24
Tortugas,300,24/04/24
Ballenas,34,25/04/24
Caracol,0,25/04/24
Chac-Mool,300,25/04/24
Del Niño,620,25/04/24
Delfines,1400,25/04/24
Gaviota Azul,1500,25/04/24
Langosta,320,25/04/24
Las Perlas,105,25/04/24
Marlin,400,25/04/24
Pez Volador,52,25/04/24
Tortugas,315,25/04/24
Ballenas,120,26/04/24
Caracol,280,26/04/24
Chac-Mool,200,26/04/24
Del Niño,330,26/04/24
Delfines,1100,26/04/24
Gaviota Azul,1400,26/04/24
Langosta,810,26/04/24
Las Perlas,240,26/04/24
Marlin,400,26/04/24
Pez Volador,0,26/04/24
Tortugas,860,26/04/24
Ballenas,95,27/04/24
Caracol,730,27/04/24
Chac-Mool,600,27/04/24
Del Niño,1180,27/04/24
Delfines,1050,27/04/24
Gaviota Azul,2700,27/04/24
Langosta,440,27/04/24
Las Perlas,260,27/04/24
Marlin,300,27/04/24
Pez Volador,400,27/04/24
Tortugas,850,27/04/24
Ballenas,88,28/04/24
Caracol,1160,28/04/24
Chac-Mool,830,28/04/24
Del Niño,1500,28/04/24
Delfines,3900,28/04/24
Gaviota Azul,4500,28/04/24
Langosta,560,28/04/24
Las Perlas,295,28/04/24
Marlin,1530,28/04/24
Pez Volador,0,28/04/24
Tortugas,2000,28/04/24
Ballenas,180,01/05/24
Caracol,1500,01/05/24
Chac-Mool,540,01/05/24
Del Niño,2780,01/05/24
Delfines,1400,01/05/24
Gaviota Azul,3000,01/05/24
Langosta,910,01/05/24
Las Perlas,430,01/05/24
Marlin,1290,01/05/24
Pez Volador,0,01/05/24
Tortugas,2000,01/05/24
Ballenas,65,02/05/24
Caracol,0,02/05/24
Chac-Mool,650,02/05/24
Del Niño,635,02/05/24
Delfines,1360,02/05/24
Gaviota Azul,1150,02/05/24
Langosta,200,02/05/24
Las Perlas,160,02/05/24
Marlin,395,02/05/24
Pez Volador,0,02/05/24
Tortugas,400,02/05/24
Ballenas,130,03/05/24
Caracol,0,03/05/24
Chac-Mool,500,03/05/24
Del Niño,390,03/05/24
Delfines,1400,03/05/24
Gaviota Azul,1650,03/05/24
Langosta,750,03/05/24
Las Perlas,88,03/05/24
Marlin,350,03/05/24
Pez Volador,0,03/05/24
Tortugas,350,03/05/24
Ballenas,350,04/05/24
Caracol,0,04/05/24
Chac-Mool,500,04/05/24
Del Niño,1000,04/05/24
Delfines,2400,04/05/24
Gaviota Azul,1500,04/05/24
Langosta,600,04/05/24
Las Perlas,265,04/05/24
Marlin,920,04/05/24
Pez Volador,0,04/05/24
Tortugas,450,04/05/24
Ballenas,200,05/05/24
Caracol,0,05/05/24
Chac-Mool,400,05/05/24
Del Niño,2000,05/05/24
Delfines,2300,05/05/24
Gaviota Azul,2100,05/05/24
Langosta,640,05/05/24
Las Perlas,450,05/05/24
Marlin,1900,05/05/24
Pez Volador,0,05/05/24
Tortugas,550,05/05/24
Ballenas,88,06/05/24
Caracol,0,06/05/24
Chac-Mool,205,06/05/24
Del Niño,240,06/05/24
Delfines,900,06/05/24
Gaviota Azul,1460,06/05/24
Langosta,630,06/05/24
Las Perlas,195,06/05/24
Marlin,500,06/05/24
Pez Volador,0,06/05/24
Tortugas,240,06/05/24
Ballenas,100,07/05/24
Caracol,0,07/05/24
Chac-Mool,250,07/05/24
Del Niño,250,07/05/24
Delfines,1750,07/05/24
Gaviota Azul,1300,07/05/24
Langosta,190,07/05/24
Las Perlas,170,07/05/24
Marlin,350,07/05/24
Pez Volador,0,07/05/24
Tortugas,1045,07/05/24
Ballenas,90,08/05/24
Caracol,0,08/05/24
Chac-Mool,200,08/05/24
Del Niño,200,08/05/24
Delfines,2100,08/05/24
Gaviota Azul,800,08/05/24
Langosta,190,08/05/24
Las Perlas,82,08/05/24
Marlin,350,08/05/24
Pez Volador,0,08/05/24
Tortugas,230,08/05/24
Ballenas,75,09/05/24
Caracol,280,09/05/24
Chac-Mool,210,09/05/24
Del Niño,225,09/05/24
Delfines,1060,09/05/24
Gaviota Azul,750,09/05/24
Langosta,200,09/05/24
Las Perlas,105,09/05/24
Marlin,410,09/05/24
Pez Volador,0,09/05/24
Tortugas,350,09/05/24
Ballenas,80,10/05/24
Caracol,0,10/05/24
Chac-Mool,450,10/05/24
Del Niño,780,10/05/24
Delfines,1000,10/05/24
Gaviota Azul,1100,10/05/24
Langosta,370,10/05/24
Las Perlas,370,10/05/24
Marlin,480,10/05/24
Pez Volador,0,10/05/24
Tortugas,0,10/05/24
Ballenas,210,11/05/24
Caracol,1090,11/05/24
Chac-Mool,450,11/05/24
Del Niño,650,11/05/24
Delfines,2500,11/05/24
Gaviota Azul,1750,11/05/24
Langosta,1280,11/05/24
Las Perlas,285,11/05/24
Marlin,820,11/05/24
Pez Volador,0,11/05/24
Tortugas,1200,11/05/24
Ballenas,230,12/05/24
Caracol,0,12/05/24
Chac-Mool,800,12/05/24
Del Niño,1450,12/05/24
Delfines,2400,12/05/24
Gaviota Azul,1900,12/05/24
Langosta,1500,12/05/24
Las Perlas,360,12/05/24
Marlin,1150,12/05/24
Pez Volador,0,12/05/24
Tortugas,1990,12/05/24
Ballenas,76,13/05/24
Caracol,390,13/05/24
Chac-Mool,350,13/05/24
Del Niño,260,13/05/24
Delfines,1150,13/05/24
Gaviota Azul,500,13/05/24
Langosta,190,13/05/24
Las Perlas,100,13/05/24
Marlin,200,13/05/24
Pez Volador,0,13/05/24
Tortugas,450,13/05/24
Ballenas,86,14/05/24
Caracol,80,14/05/24
Chac-Mool,220,14/05/24
Del Niño,310,14/05/24
Delfines,1600,14/05/24
Gaviota Azul,400,14/05/24
Langosta,400,14/05/24
Las Perlas,110,14/05/24
Marlin,450,14/05/24
Pez Volador,0,14/05/24
Tortugas,390,14/05/24
Ballenas,62,15/05/24
Caracol,0,15/05/24
Chac-Mool,300,15/05/24
Del Niño,630,15/05/24
Delfines,1620,15/05/24
Gaviota Azul,500,15/05/24
Langosta,450,15/05/24
Las Perlas,400,15/05/24
Marlin,800,15/05/24
Pez Volador,0,15/05/24
Tortugas,600,15/05/24
Ballenas,85,16/05/24
Caracol,0,16/05/24
Chac-Mool,200,16/05/24
Del Niño,535,16/05/24
Delfines,1750,16/05/24
Gaviota Azul,800,16/05/24
Langosta,150,16/05/24
Las Perlas,95,16/05/24
Marlin,470,16/05/24
Pez Volador,0,16/05/24
Tortugas,0,16/05/24
Ballenas,58,17/05/24
Caracol,0,17/05/24
Chac-Mool,190,17/05/24
Del Niño,500,17/05/24
Delfines,1000,17/05/24
Gaviota Azul,1100,17/05/24
Langosta,310,17/05/24
Las Perlas,230,17/05/24
Marlin,230,17/05/24
Pez Volador,0,17/05/24
Tortugas,1430,17/05/24
Ballenas,97,18/05/24
Caracol,1650,18/05/24
Chac-Mool,150,18/05/24
Del Niño,400,18/05/24
Delfines,1760,18/05/24
Gaviota Azul,800,18/05/24
Langosta,350,18/05/24
Las Perlas,150,18/05/24
Marlin,550,18/05/24
Pez Volador,0,18/05/24
Tortugas,800,18/05/24
Ballenas,75,19/05/24
Caracol,1650,19/05/24
Chac-Mool,220,19/05/24
Del Niño,740,19/05/24
Delfines,1300,19/05/24
Gaviota Azul,1200,19/05/24
Langosta,580,19/05/24
Las Perlas,560,19/05/24
Marlin,1830,19/05/24
Pez Volador,0,19/05/24
Tortugas,1100,19/05/24
Ballenas,85,20/05/24
Caracol,0,20/05/24
Chac-Mool,220,20/05/24
Del Niño,580,20/05/24
Delfines,1000,20/05/24
Gaviota Azul,800,20/05/24
Langosta,260,20/05/24
Las Perlas,120,20/05/24
Marlin,1200,20/05/24
Pez Volador,0,20/05/24
Tortugas,650,20/05/24
Ballenas,90,21/05/24
Caracol,0,21/05/24
Chac-Mool,200,21/05/24
Del Niño,373,21/05/24
Delfines,1600,21/05/24
Gaviota Azul,1250,21/05/24
Langosta,160,21/05/24
Las Perlas,135,21/05/24
Marlin,400,21/05/24
Pez Volador,0,21/05/24
Tortugas,550,21/05/24
Ballenas,68,22/05/24
Caracol,0,22/05/24
Chac-Mool,85,22/05/24
Del Niño,600,22/05/24
Delfines,1550,22/05/24
Gaviota Azul,550,22/05/24
Langosta,370,22/05/24
Las Perlas,200,22/05/24
Marlin,460,22/05/24
Pez Volador,0,22/05/24
Tortugas,350,22/05/24
Ballenas,90,23/05/24
Caracol,610,23/05/24
Chac-Mool,240,23/05/24
Del Niño,1050,23/05/24
Delfines,1400,23/05/24
Gaviota Azul,380,23/05/24
Langosta,140,23/05/24
Las Perlas,180,23/05/24
Marlin,250,23/05/24
Pez Volador,0,23/05/24
Tortugas,400,23/05/24
Ballenas,80,24/05/24
Caracol,0,24/05/24
Chac-Mool,300,24/05/24
Del Niño,730,24/05/24
Delfines,2000,24/05/24
Gaviota Azul,700,24/05/24
Langosta,400,24/05/24
Las Perlas,320,24/05/24
Marlin,260,24/05/24
Pez Volador,0,24/05/24
Tortugas,260,24/05/24
Ballenas,140,25/05/24
Caracol,0,25/05/24
Chac-Mool,450,25/05/24
Del Niño,550,25/05/24
Delfines,1800,25/05/24
Gaviota Azul,1100,25/05/24
Langosta,910,25/05/24
Las Perlas,370,25/05/24
Marlin,990,25/05/24
Pez Volador,0,25/05/24
Tortugas,460,25/05/24
Ballenas,200,26/05/24
Caracol,400,26/05/24
Chac-Mool,500,26/05/24
Del Niño,1000,26/05/24
Delfines,2900,26/05/24
Gaviota Azul,2200,26/05/24
Langosta,1500,26/05/24
Las Perlas,500,26/05/24
Marlin,1480,26/05/24
Pez Volador,0,26/05/24
Tortugas,1750,26/05/24
Ballenas,70,29/05/24
Caracol,0,29/05/24
Chac-Mool,240,29/05/24
Del Niño,500,29/05/24
Delfines,890,29/05/24
Gaviota Azul,950,29/05/24
Langosta,390,29/05/24
Las Perlas,145,29/05/24
Marlin,270,29/05/24
Pez Volador,0,29/05/24
Tortugas,350,29/05/24
Ballenas,100,30/05/24
Caracol,0,30/05/24
Chac-Mool,300,30/05/24
Del Niño,245,30/05/24
Delfines,1250,30/05/24
Gaviota Azul,1700,30/05/24
Langosta,300,30/05/24
Las Perlas,415,30/05/24
Marlin,300,30/05/24
Pez Volador,0,30/05/24
Tortugas,430,30/05/24
Ballenas,170,01/06/24
Caracol,610,01/06/24
Chac-Mool,440,01/06/24
Del Niño,650,01/06/24
Delfines,2450,01/06/24
Gaviota Azul,900,01/06/24
Langosta,480,01/06/24
Las Perlas,410,01/06/24
Marlin,1400,01/06/24
Pez Volador,0,01/06/24
Tortugas,530,01/06/24
Ballenas,130,02/06/24
Caracol,520,02/06/24
Chac-Mool,220,02/06/24
Del Niño,400,02/06/24
Delfines,2100,02/06/24
Gaviota Azul,2000,02/06/24
Langosta,260,02/06/24
Las Perlas,95,02/06/24
Marlin,1200,02/06/24
Pez Volador,216,02/06/24
Tortugas,590,02/06/24
Ballenas,88,03/06/24
Caracol,210,03/06/24
Chac-Mool,150,03/06/24
Del Niño,280,03/06/24
Delfines,1050,03/06/24
Gaviota Azul,550,03/06/24
Langosta,400,03/06/24
Las Perlas,150,03/06/24
Marlin,510,03/06/24
Pez Volador,0,03/06/24
Tortugas,700,03/06/24
Ballenas,88,04/06/24
Caracol,0,04/06/24
Chac-Mool,450,04/06/24
Del Niño,335,04/06/24
Delfines,1850,04/06/24
Gaviota Azul,950,04/06/24
Langosta,600,04/06/24
Las Perlas,160,04/06/24
Marlin,155,04/06/24
Pez Volador,0,04/06/24
Tortugas,140,04/06/24
Ballenas,97,05/06/24
Caracol,0,05/06/24
Chac-Mool,165,05/06/24
Del Niño,500,05/06/24
Delfines,1500,05/06/24
Gaviota Azul,530,05/06/24
Langosta,115,05/06/24
Las Perlas,420,05/06/24
Marlin,200,05/06/24
Pez Volador,0,05/06/24
Tortugas,0,05/06/24
Ballenas,95,06/06/24
Caracol,0,06/06/24
Chac-Mool,60,06/06/24
Del Niño,550,06/06/24
Delfines,2000,06/06/24
Gaviota Azul,450,06/06/24
Langosta,390,06/06/24
Las Perlas,230,06/06/24
Marlin,290,06/06/24
Pez Volador,0,06/06/24
Tortugas,350,06/06/24
Ballenas,98,07/06/24
Caracol,0,07/06/24
Chac-Mool,71,07/06/24
Del Niño,540,07/06/24
Delfines,1570,07/06/24
Gaviota Azul,1000,07/06/24
Langosta,560,07/06/24
Las Perlas,410,07/06/24
Marlin,305,07/06/24
Pez Volador,0,07/06/24
Tortugas,340,07/06/24
Ballenas,158,08/06/24
Caracol,0,08/06/24
Chac-Mool,228,08/06/24
Del Niño,600,08/06/24
Delfines,1300,08/06/24
Gaviota Azul,500,08/06/24
Langosta,600,08/06/24
Las Perlas,265,08/06/24
Marlin,770,08/06/24
Pez Volador,0,08/06/24
Tortugas,520,08/06/24
Ballenas,190,09/06/24
Caracol,810,09/06/24
Chac-Mool,660,09/06/24
Del Niño,685,09/06/24
Delfines,2500,09/06/24
Gaviota Azul,1700,09/06/24
Langosta,750,09/06/24
Las Perlas,460,09/06/24
Marlin,1600,09/06/24
Pez Volador,0,09/06/24
Tortugas,1500,09/06/24
Ballenas,110,10/06/24
Caracol,300,10/06/24
Chac-Mool,190,10/06/24
Del Niño,650,10/06/24
Delfines,750,10/06/24
Gaviota Azul,550,10/06/24
Langosta,275,10/06/24
Las Perlas,90,10/06/24
Marlin,120,10/06/24
Pez Volador,0,10/06/24
Tortugas,650,10/06/24
Ballenas,76,11/06/24
Caracol,150,11/06/24
Chac-Mool,75,11/06/24
Del Niño,91,11/06/24
Delfines,1500,11/06/24
Gaviota Azul,540,11/06/24
Langosta,230,11/06/24
Las Perlas,41,11/06/24
Marlin,300,11/06/24
Pez Volador,0,11/06/24
Tortugas,195,11/06/24
Ballenas,107,12/06/24
Caracol,0,12/06/24
Chac-Mool,120,12/06/24
Del Niño,315,12/06/24
Delfines,2010,12/06/24
Gaviota Azul,450,12/06/24
Langosta,350,12/06/24
Las Perlas,95,12/06/24
Marlin,190,12/06/24
Pez Volador,0,12/06/24
Tortugas,250,12/06/24
Ballenas,50,13/06/24
Caracol,0,13/06/24
Chac-Mool,135,13/06/24
Del Niño,205,13/06/24
Delfines,1000,13/06/24
Gaviota Azul,650,13/06/24
Langosta,260,13/06/24
Las Perlas,175,13/06/24
Marlin,350,13/06/24
Pez Volador,0,13/06/24
Tortugas,0,13/06/24
Ballenas,90,14/06/24
Caracol,0,14/06/24
Chac-Mool,170,14/06/24
Del Niño,105,14/06/24
Delfines,700,14/06/24
Gaviota Azul,650,14/06/24
Langosta,75,14/06/24
Las Perlas,70,14/06/24
Marlin,200,14/06/24
Pez Volador,0,14/06/24
Tortugas,0,14/06/24
Ballenas,80,15/06/24
Caracol,95,15/06/24
Chac-Mool,75,15/06/24
