nombre_playa,ocupacion,fecha
Delfines,1100,10/04/21
Gaviota Azul,600,10/04/21
Langosta,550,10/04/21
Las Perlas,180,10/04/21
Marlin,580,10/04/21
Pez Volador,250,10/04/21
Tortugas,250,10/04/21
Ballenas,200,11/04/21
Caracol,400,11/04/21
Chac-Mool,455,11/04/21
Del Niño,1400,11/04/21
Delfines,1670,11/04/21
Gaviota Azul,660,11/04/21
Langosta,1060,11/04/21
Las Perlas,240,11/04/21
Marlin,900,11/04/21
Pez Volador,360,11/04/21
Tortugas,380,11/04/21
Ballenas,70,12/04/21
Caracol,365,12/04/21
Chac-Mool,380,12/04/21
Del Niño,650,12/04/21
Delfines,800,12/04/21
Gaviota Azul,310,12/04/21
Langosta,520,12/04/21
Las Perlas,302,12/04/21
Marlin,485,12/04/21
Pez Volador,190,12/04/21
Tortugas,420,12/04/21
Ballenas,70,13/04/21
Caracol,390,13/04/21
Chac-Mool,100,13/04/21
Del Niño,345,13/04/21
Delfines,730,13/04/21
Gaviota Azul,515,13/04/21
Langosta,95,13/04/21
Las Perlas,218,13/04/21
Marlin,125,13/04/21
Pez Volador,250,13/04/21
Tortugas,420,13/04/21
Ballenas,54,14/04/21
Caracol,500,14/04/21
Chac-Mool,170,14/04/21
Del Niño,730,14/04/21
Delfines,500,14/04/21
Gaviota Azul,410,14/04/21
Langosta,350,14/04/21
Las Perlas,205,14/04/21
Marlin,235,14/04/21
Pez Volador,180,14/04/21
Tortugas,285,14/04/21
Ballenas,65,15/04/21
Caracol,180,15/04/21
Chac-Mool,134,15/04/21
Del Niño,250,15/04/21
Delfines,800,15/04/21
Gaviota Azul,360,15/04/21
Langosta,780,15/04/21
Las Perlas,145,15/04/21
Marlin,585,15/04/21
Pez Volador,190,15/04/21
Tortugas,370,15/04/21
Ballenas,230,16/04/21
Chac-Mool,300,16/04/21
Del Niño,230,16/04/21
Delfines,1100,16/04/21
Gaviota Azul,285,16/04/21
Langosta,350,16/04/21
Las Perlas,180,16/04/21
Marlin,210,16/04/21
Pez Volador,350,16/04/21
Tortugas,455,16/04/21
Ballenas,115,17/04/21
Caracol,490,17/04/21
Chac-Mool,318,17/04/21
Del Niño,450,17/04/21
Delfines,1450,17/04/21
Gaviota Azul,610,17/04/21
Langosta,610,17/04/21
Las Perlas,525,17/04/21
Marlin,650,17/04/21
Pez Volador,370,17/04/21
Tortugas,370,17/04/21
Ballenas,110,18/04/21
Caracol,440,18/04/21
Chac-Mool,325,18/04/21
Del Niño,1900,18/04/21
Delfines,1350,18/04/21
Gaviota Azul,1110,18/04/21
Langosta,1030,18/04/21
Las Perlas,520,18/04/21
Marlin,700,18/04/21
Pez Volador,430,18/04/21
Tortugas,1210,18/04/21
Ballenas,45,19/04/21
Caracol,67,19/04/21
Chac-Mool,90,19/04/21
Del Niño,270,19/04/21
Delfines,700,19/04/21
Gaviota Azul,300,19/04/21
Langosta,290,19/04/21
Las Perlas,65,19/04/21
Marlin,180,19/04/21
Pez Volador,135,19/04/21
Tortugas,300,19/04/21
Ballenas,250,20/04/21
Caracol,375,20/04/21
Chac-Mool,160,20/04/21
Del Niño,170,20/04/21
Delfines,300,20/04/21
Gaviota Azul,370,20/04/21
Langosta,550,20/04/21
Las Perlas,220,20/04/21
Marlin,130,20/04/21
Pez Volador,180,20/04/21
Tortugas,810,20/04/21
Ballenas,126,21/04/21
Caracol,240,21/04/21
Chac-Mool,300,21/04/21
Del Niño,310,21/04/21
Delfines,560,21/04/21
Gaviota Azul,500,21/04/21
Langosta,240,21/04/21
Las Perlas,210,21/04/21
Marlin,165,21/04/21
Pez Volador,200,21/04/21
Tortugas,310,21/04/21
Ballenas,50,22/04/21
Caracol,220,22/04/21
Chac-Mool,400,22/04/21
Del Niño,325,22/04/21
Delfines,870,22/04/21
Gaviota Azul,310,22/04/21
Langosta,450,22/04/21
Las Perlas,85,22/04/21
Marlin,100,22/04/21
Pez Volador,170,22/04/21
Tortugas,270,22/04/21
Ballenas,75,23/04/21
Caracol,160,23/04/21
Chac-Mool,380,23/04/21
Del Niño,270,23/04/21
Delfines,900,23/04/21
Gaviota Azul,500,23/04/21
Langosta,125,23/04/21
Las Perlas,200,23/04/21
Marlin,290,23/04/21
Pez Volador,82,23/04/21
Tortugas,385,23/04/21
Ballenas,35,24/04/21
Caracol,310,24/04/21
Chac-Mool,300,24/04/21
Del Niño,500,24/04/21
Delfines,2180,24/04/21
Gaviota Azul,510,24/04/21
Langosta,235,24/04/21
Las Perlas,240,24/04/21
Marlin,470,24/04/21
Pez Volador,290,24/04/21
Tortugas,600,24/04/21
Ballenas,70,25/04/21
Caracol,440,25/04/21
Chac-Mool,280,25/04/21
Del Niño,680,25/04/21
Delfines,2000,25/04/21
Gaviota Azul,680,25/04/21
Langosta,455,25/04/21
Las Perlas,300,25/04/21
Marlin,590,25/04/21
Pez Volador,380,25/04/21
Tortugas,500,25/04/21
Ballenas,125,26/04/21
Ballenas,35,26/04/21
Caracol,255,26/04/21
Chac-Mool,450,26/04/21
Chac-Mool,200,26/04/21
Del Niño,290,26/04/21
Del Niño,480,26/04/21
Delfines,1340,26/04/21
Delfines,610,26/04/21
Gaviota Azul,630,26/04/21
Gaviota Azul,350,26/04/21
Langosta,600,26/04/21
Langosta,370,26/04/21
Las Perlas,190,26/04/21
Las Perlas,120,26/04/21
Marlin,520,26/04/21
Marlin,140,26/04/21
Pez Volador,160,26/04/21
Tortugas,200,26/04/21
Tortugas,450,26/04/21
Ballenas,90,27/04/21
Ballenas,100,27/04/21
Caracol,197,27/04/21
Chac-Mool,800,27/04/21
Chac-Mool,400,27/04/21
Del Niño,700,27/04/21
Del Niño,540,27/04/21
Delfines,1400,27/04/21
Delfines,920,27/04/21
Gaviota Azul,1200,27/04/21
Gaviota Azul,650,27/04/21
Langosta,275,27/04/21
Langosta,400,27/04/21
Las Perlas,430,27/04/21
Las Perlas,121,27/04/21
Marlin,980,27/04/21
Marlin,150,27/04/21
Pez Volador,270,27/04/21
Pez Volador,205,27/04/21
Tortugas,540,27/04/21
Tortugas,440,27/04/21
Ballenas,700,28/04/21
Ballenas,98,28/04/21
Caracol,380,28/04/21
Caracol,160,28/04/21
Chac-Mool,250,28/04/21
Chac-Mool,550,28/04/21
Del Niño,2500,28/04/21
Del Niño,390,28/04/21
Delfines,1550,28/04/21
Delfines,800,28/04/21
Gaviota Azul,1650,28/04/21
Gaviota Azul,370,28/04/21
Langosta,900,28/04/21
Langosta,380,28/04/21
Las Perlas,320,28/04/21
Las Perlas,140,28/04/21
Marlin,1040,28/04/21
Marlin,150,28/04/21
Pez Volador,380,28/04/21
Pez Volador,150,28/04/21
Tortugas,600,28/04/21
Tortugas,500,28/04/21
Ballenas,270,29/04/21
Ballenas,210,29/04/21
Caracol,160,29/04/21
Chac-Mool,350,29/04/21
Chac-Mool,270,29/04/21
Del Niño,350,29/04/21
Del Niño,500,29/04/21
Delfines,960,29/04/21
Delfines,900,29/04/21
Gaviota Azul,700,29/04/21
Gaviota Azul,270,29/04/21
Langosta,800,29/04/21
Langosta,195,29/04/21
Las Perlas,160,29/04/21
Las Perlas,120,29/04/21
Marlin,189,29/04/21
Marlin,240,29/04/21
Pez Volador,300,29/04/21
Pez Volador,150,29/04/21
Tortugas,800,29/04/21
Tortugas,400,29/04/21
Ballenas,110,30/04/21
Chac-Mool,700,30/04/21
Del Niño,430,30/04/21
Delfines,870,30/04/21
Gaviota Azul,900,30/04/21
Langosta,235,30/04/21
Las Perlas,145,30/04/21
Marlin,400,30/04/21
Pez Volador,280,30/04/21
Tortugas,1300,30/04/21
Ballenas,130,01/05/21
Caracol,398,01/05/21
Chac-Mool,390,01/05/21
Del Niño,470,01/05/21
Delfines,1350,01/05/21
Gaviota Azul,650,01/05/21
Langosta,830,01/05/21
Las Perlas,195,01/05/21
Marlin,590,01/05/21
Pez Volador,350,01/05/21
Tortugas,800,01/05/21
Ballenas,140,02/05/21
Caracol,418,02/05/21
Chac-Mool,425,02/05/21
Del Niño,990,02/05/21
Delfines,2300,02/05/21
Gaviota Azul,850,02/05/21
Langosta,330,02/05/21
Las Perlas,305,02/05/21
Marlin,480,02/05/21
Pez Volador,370,02/05/21
Tortugas,1200,02/05/21
Ballenas,52,03/05/21
Caracol,280,03/05/21
Chac-Mool,180,03/05/21
Del Niño,550,03/05/21
Delfines,660,03/05/21
Gaviota Azul,250,03/05/21
Langosta,293,03/05/21
Las Perlas,160,03/05/21
Marlin,290,03/05/21
Pez Volador,170,03/05/21
Tortugas,600,03/05/21
Ballenas,52,04/05/21
Caracol,190,04/05/21
Chac-Mool,180,04/05/21
Del Niño,285,04/05/21
Delfines,820,04/05/21
Gaviota Azul,310,04/05/21
Langosta,246,04/05/21
Las Perlas,229,04/05/21
Marlin,180,04/05/21
Pez Volador,140,04/05/21
Tortugas,410,04/05/21
Ballenas,140,05/05/21
Caracol,360,05/05/21
Chac-Mool,180,05/05/21
Del Niño,900,05/05/21
Delfines,770,05/05/21
Gaviota Azul,380,05/05/21
Langosta,250,05/05/21
Las Perlas,255,05/05/21
Marlin,370,05/05/21
Pez Volador,190,05/05/21
Tortugas,550,05/05/21
Ballenas,200,06/05/21
Caracol,0,06/05/21
Chac-Mool,150,06/05/21
Del Niño,170,06/05/21
Delfines,750,06/05/21
Gaviota Azul,550,06/05/21
Langosta,620,06/05/21
Las Perlas,105,06/05/21
Marlin,230,06/05/21
Pez Volador,190,06/05/21
Tortugas,450,06/05/21
Ballenas,250,07/05/21
Caracol,310,07/05/21
Chac-Mool,140,07/05/21
Del Niño,175,07/05/21
Delfines,400,07/05/21
Gaviota Azul,415,07/05/21
Langosta,355,07/05/21
Las Perlas,120,07/05/21
Marlin,140,07/05/21
Pez Volador,255,07/05/21
Tortugas,330,07/05/21
Ballenas,140,08/05/21
Caracol,250,08/05/21
Chac-Mool,410,08/05/21
Del Niño,650,08/05/21
Delfines,2200,08/05/21
Gaviota Azul,740,08/05/21
Langosta,400,08/05/21
Las Perlas,150,08/05/21
Marlin,1000,08/05/21
Pez Volador,260,08/05/21
Tortugas,1180,08/05/21
Ballenas,150,09/05/21
Caracol,285,09/05/21
Chac-Mool,650,09/05/21
Del Niño,1190,09/05/21
Delfines,2140,09/05/21
Gaviota Azul,1050,09/05/21
Langosta,550,09/05/21
Las Perlas,255,09/05/21
Marlin,720,09/05/21
Pez Volador,320,09/05/21
Tortugas,1000,09/05/21
Ballenas,150,10/05/21
Caracol,120,10/05/21
Chac-Mool,130,10/05/21
Del Niño,595,10/05/21
Delfines,900,10/05/21
Gaviota Azul,450,10/05/21
Langosta,310,10/05/21
Las Perlas,130,10/05/21
Marlin,390,10/05/21
Pez Volador,210,10/05/21
Tortugas,600,10/05/21
Ballenas,120,11/05/21
Caracol,0,11/05/21
Chac-Mool,190,11/05/21
Del Niño,340,11/05/21
Delfines,600,11/05/21
Gaviota Azul,1120,11/05/21
Langosta,750,11/05/21
Las Perlas,190,11/05/21
Marlin,460,11/05/21
Pez Volador,240,11/05/21
Tortugas,600,11/05/21
Ballenas,130,12/05/21
Caracol,0,12/05/21
Chac-Mool,320,12/05/21
Del Niño,305,12/05/21
Delfines,680,12/05/21
Gaviota Azul,700,12/05/21
Langosta,550,12/05/21
Las Perlas,330,12/05/21
Marlin,135,12/05/21
Pez Volador,195,12/05/21
Tortugas,0,12/05/21
Ballenas,0,13/05/21
Caracol,210,13/05/21
Chac-Mool,130,13/05/21
Del Niño,350,13/05/21
Delfines,800,13/05/21
Gaviota Azul,600,13/05/21
Langosta,550,13/05/21
Las Perlas,80,13/05/21
Marlin,250,13/05/21
Pez Volador,150,13/05/21
Tortugas,470,13/05/21
Ballenas,150,14/05/21
Caracol,420,14/05/21
Chac-Mool,95,14/05/21
Del Niño,350,14/05/21
Delfines,1700,14/05/21
Gaviota Azul,500,14/05/21
Langosta,250,14/05/21
Las Perlas,95,14/05/21
Marlin,110,14/05/21
Pez Volador,150,14/05/21
Tortugas,480,14/05/21
Ballenas,360,15/05/21
Caracol,130,15/05/21
Chac-Mool,230,15/05/21
Del Niño,385,15/05/21
Delfines,1180,15/05/21
Gaviota Azul,850,15/05/21
Langosta,370,15/05/21
Las Perlas,130,15/05/21
Marlin,250,15/05/21
Pez Volador,290,15/05/21
Tortugas,525,15/05/21
Ballenas,160,16/05/21
Caracol,155,16/05/21
Chac-Mool,258,16/05/21
Del Niño,450,16/05/21
Delfines,2400,16/05/21
Gaviota Azul,1200,16/05/21
Langosta,500,16/05/21
Las Perlas,165,16/05/21
Marlin,600,16/05/21
Pez Volador,410,16/05/21
Tortugas,575,16/05/21
Ballenas,27,17/05/21
Caracol,155,17/05/21
Chac-Mool,180,17/05/21
Del Niño,405,17/05/21
Delfines,1770,17/05/21
Gaviota Azul,360,17/05/21
Langosta,350,17/05/21
Las Perlas,120,17/05/21
Marlin,208,17/05/21
Pez Volador,180,17/05/21
Tortugas,575,17/05/21
Ballenas,105,18/05/21
Caracol,475,18/05/21
Chac-Mool,310,18/05/21
Del Niño,500,18/05/21
Delfines,1020,18/05/21
Gaviota Azul,400,18/05/21
Langosta,200,18/05/21
Las Perlas,90,18/05/21
Marlin,160,18/05/21
Pez Volador,175,18/05/21
Tortugas,225,18/05/21
Ballenas,0,19/05/21
Caracol,125,19/05/21
Chac-Mool,140,19/05/21
Del Niño,90,19/05/21
Delfines,650,19/05/21
Gaviota Azul,550,19/05/21
Langosta,405,19/05/21
Las Perlas,100,19/05/21
Marlin,90,19/05/21
Pez Volador,160,19/05/21
Tortugas,330,19/05/21
Ballenas,36,20/05/21
Caracol,250,20/05/21
Chac-Mool,190,20/05/21
Del Niño,117,20/05/21
Delfines,950,20/05/21
Gaviota Azul,320,20/05/21
Langosta,580,20/05/21
Las Perlas,110,20/05/21
Marlin,170,20/05/21
Pez Volador,150,20/05/21
Tortugas,640,20/05/21
Ballenas,35,21/05/21
Chac-Mool,190,21/05/21
Del Niño,210,21/05/21
Delfines,350,21/05/21
Gaviota Azul,350,21/05/21
Langosta,228,21/05/21
Las Perlas,153,21/05/21
Marlin,160,21/05/21
Pez Volador,100,21/05/21
Tortugas,400,21/05/21
Ballenas,22,22/05/21
Caracol,85,22/05/21
Chac-Mool,63,22/05/21
Del Niño,26,22/05/21
Delfines,410,22/05/21
Gaviota Azul,260,22/05/21
Langosta,218,22/05/21
Las Perlas,105,22/05/21
Marlin,55,22/05/21
Pez Volador,50,22/05/21
Tortugas,250,22/05/21
Ballenas,120,23/05/21
Caracol,215,23/05/21
Chac-Mool,214,23/05/21
Del Niño,1450,23/05/21
Delfines,1900,23/05/21
Gaviota Azul,1100,23/05/21
Langosta,510,23/05/21
Las Perlas,180,23/05/21
Marlin,430,23/05/21
Pez Volador,220,23/05/21
Tortugas,700,23/05/21
Ballenas,150,24/05/21
Caracol,120,24/05/21
Chac-Mool,60,24/05/21
Del Niño,178,24/05/21
Delfines,700,24/05/21
Gaviota Azul,620,24/05/21
Langosta,210,24/05/21
Las Perlas,70,24/05/21
Marlin,200,24/05/21
Pez Volador,135,24/05/21
Tortugas,330,24/05/21
Ballenas,150,25/05/21
Caracol,260,25/05/21
Chac-Mool,200,25/05/21
Del Niño,200,25/05/21
Delfines,700,25/05/21
Gaviota Azul,350,25/05/21
Langosta,580,25/05/21
Las Perlas,110,25/05/21
Marlin,240,25/05/21
Pez Volador,130,25/05/21
Tortugas,245,25/05/21
Ballenas,220,26/05/21
Caracol,420,26/05/21
Chac-Mool,205,26/05/21
Del Niño,300,26/05/21
Delfines,700,26/05/21
Gaviota Azul,590,26/05/21
Langosta,400,26/05/21
Las Perlas,157,26/05/21
Marlin,230,26/05/21
Pez Volador,160,26/05/21
Ballenas,60,27/05/21
Chac-Mool,135,27/05/21
Del Niño,430,27/05/21
Delfines,950,27/05/21
Gaviota Azul,300,27/05/21
Langosta,240,27/05/21
Las Perlas,73,27/05/21
Marlin,373,27/05/21
Pez Volador,140,27/05/21
Tortugas,490,27/05/21
Ballenas,170,30/05/21
Caracol,250,30/05/21
Chac-Mool,440,30/05/21
Del Niño,280,30/05/21
Delfines,1100,30/05/21
Gaviota Azul,370,30/05/21
Langosta,500,30/05/21
Las Perlas,355,30/05/21
Marlin,355,30/05/21
Pez Volador,0,30/05/21
Tortugas,350,30/05/21
Ballenas,60,01/06/21
Ballenas,50,01/06/21
Caracol,170,01/06/21
Caracol,59,01/06/21
Chac-Mool,165,01/06/21
Chac-Mool,60,01/06/21
Del Niño,420,01/06/21
Del Niño,245,01/06/21
Delfines,790,01/06/21
Delfines,2705,01/06/21
Gaviota Azul,900,01/06/21
Gaviota Azul,242,01/06/21
Langosta,300,01/06/21
Langosta,300,01/06/21
Las Perlas,195,01/06/21
Las Perlas,160,01/06/21
Marlin,65,01/06/21
Marlin,115,01/06/21
Pez Volador,140,01/06/21
Pez Volador,30,01/06/21
Tortugas,325,01/06/21
Tortugas,145,01/06/21
Ballenas,156,02/06/21
Caracol,170,02/06/21
Chac-Mool,160,02/06/21
Del Niño,190,02/06/21
Delfines,450,02/06/21
Gaviota Azul,630,02/06/21
Langosta,480,02/06/21
Las Perlas,55,02/06/21
Marlin,110,02/06/21
Pez Volador,115,02/06/21
Tortugas,465,02/06/21
Ballenas,60,03/06/21
Caracol,350,03/06/21
Chac-Mool,178,03/06/21
Del Niño,215,03/06/21
Delfines,1230,03/06/21
Gaviota Azul,230,03/06/21
Langosta,160,03/06/21
Las Perlas,80,03/06/21
Marlin,190,03/06/21
Pez Volador,140,03/06/21
Tortugas,275,03/06/21
Ballenas,80,04/06/21
Caracol,395,04/06/21
Chac-Mool,80,04/06/21
Del Niño,215,04/06/21
Delfines,670,04/06/21
Gaviota Azul,290,04/06/21
Langosta,210,04/06/21
Las Perlas,150,04/06/21
Marlin,122,04/06/21
Pez Volador,63,04/06/21
Tortugas,300,04/06/21
Ballenas,121,05/06/21
Caracol,400,05/06/21
Chac-Mool,140,05/06/21
Del Niño,350,05/06/21
Delfines,780,05/06/21
Gaviota Azul,800,05/06/21
Langosta,850,05/06/21
Las Perlas,365,05/06/21
Marlin,135,05/06/21
Pez Volador,210,05/06/21
Tortugas,610,05/06/21
Ballenas,119,06/06/21
Caracol,450,06/06/21
Chac-Mool,165,06/06/21
Del Niño,450,06/06/21
Delfines,1390,06/06/21
Gaviota Azul,570,06/06/21
Langosta,350,06/06/21
Las Perlas,310,06/06/21
Marlin,145,06/06/21
Pez Volador,350,06/06/21
Tortugas,700,06/06/21
Ballenas,70,07/06/21
Caracol,330,07/06/21
Chac-Mool,40,07/06/21
Del Niño,550,07/06/21
Delfines,790,07/06/21
Gaviota Azul,335,07/06/21
Langosta,165,07/06/21
Las Perlas,115,07/06/21
Marlin,130,07/06/21
Pez Volador,110,07/06/21
Tortugas,760,07/06/21
Ballenas,85,08/06/21
Caracol,280,08/06/21
Chac-Mool,90,08/06/21
Del Niño,800,08/06/21
Delfines,1000,08/06/21
Gaviota Azul,170,08/06/21
Langosta,200,08/06/21
Las Perlas,175,08/06/21
Marlin,150,08/06/21
Pez Volador,140,08/06/21
Tortugas,550,08/06/21
Ballenas,50,09/06/21
Caracol,230,09/06/21
Chac-Mool,70,09/06/21
Del Niño,330,09/06/21
Delfines,880,09/06/21
Gaviota Azul,360,09/06/21
Langosta,164,09/06/21
Las Perlas,180,09/06/21
Marlin,280,09/06/21
Pez Volador,120,09/06/21
Tortugas,400,09/06/21
Ballenas,65,10/06/21
Caracol,245,10/06/21
Chac-Mool,80,10/06/21
Del Niño,300,10/06/21
Delfines,550,10/06/21
Gaviota Azul,370,10/06/21
Langosta,360,10/06/21
Las Perlas,90,10/06/21
Marlin,125,10/06/21
Pez Volador,110,10/06/21
Tortugas,555,10/06/21
Ballenas,40,11/06/21
Caracol,350,11/06/21
Chac-Mool,110,11/06/21
Del Niño,420,11/06/21
Delfines,930,11/06/21
Gaviota Azul,212,11/06/21
Langosta,283,11/06/21
Las Perlas,110,11/06/21
Marlin,170,11/06/21
Pez Volador,75,11/06/21
Tortugas,430,11/06/21
Ballenas,80,12/06/21
Caracol,450,12/06/21
Chac-Mool,180,12/06/21
Del Niño,320,12/06/21
Delfines,1250,12/06/21
Gaviota Azul,770,12/06/21
Langosta,210,12/06/21
Las Perlas,95,12/06/21
Marlin,210,12/06/21
Pez Volador,125,12/06/21
Tortugas,0,12/06/21
Ballenas,35,13/06/21
Caracol,260,13/06/21
Chac-Mool,180,13/06/21
Del Niño,1060,13/06/21
Delfines,655,13/06/21
Gaviota Azul,180,13/06/21
Langosta,160,13/06/21
Las Perlas,255,13/06/21
Marlin,170,13/06/21
Pez Volador,100,13/06/21
Tortugas,0,13/06/21
Ballenas,35,14/06/21
Caracol,150,14/06/21
Chac-Mool,43,14/06/21
Del Niño,116,14/06/21
Delfines,350,14/06/21
Gaviota Azul,95,14/06/21
Langosta,187,14/06/21
Las Perlas,49,14/06/21
Marlin,125,14/06/21
Pez Volador,75,14/06/21
Tortugas,440,14/06/21
Ballenas,31,15/06/21
Caracol,70,15/06/21
Chac-Mool,35,15/06/21
Del Niño,88,15/06/21
Delfines,540,15/06/21
Gaviota Azul,91,15/06/21
Langosta,40,15/06/21
Las Perlas,40,15/06/21
Marlin,49,15/06/21
Pez Volador,70,15/06/21
Tortugas,330,15/06/21
Ballenas,51,16/06/21
Caracol,65,16/06/21
Chac-Mool,93,16/06/21
Del Niño,68,16/06/21
Delfines,500,16/06/21
Gaviota Azul,165,16/06/21
Langosta,250,16/06/21
Las Perlas,48,16/06/21
Marlin,60,16/06/21
Pez Volador,110,16/06/21
Tortugas,770,16/06/21
Ballenas,40,17/06/21
Caracol,15,17/06/21
Chac-Mool,14,17/06/21
Del Niño,4,17/06/21
Delfines,65,17/06/21
Gaviota Azul,20,17/06/21
Langosta,8,17/06/21
Las Perlas,10,17/06/21
Marlin,16,17/06/21
Pez Volador,17,17/06/21
Tortugas,58,17/06/21
Ballenas,95,18/06/21
Caracol,80,18/06/21
Chac-Mool,185,18/06/21
Del Niño,180,18/06/21
Delfines,1430,18/06/21
Gaviota Azul,810,18/06/21
Langosta,290,18/06/21
Las Perlas,180,18/06/21
Marlin,154,18/06/21
Pez Volador,120,18/06/21
Tortugas,310,18/06/21
Ballenas,70,19/06/21
Caracol,0,19/06/21
Chac-Mool,450,19/06/21
Del Niño,350,19/06/21
Delfines,1560,19/06/21
Gaviota Azul,1150,19/06/21
Langosta,345,19/06/21
Las Perlas,135,19/06/21
Marlin,180,19/06/21
Pez Volador,170,19/06/21
Tortugas,600,19/06/21
Ballenas,80,20/06/21
Caracol,145,20/06/21
Chac-Mool,550,20/06/21
Del Niño,580,20/06/21
Delfines,2580,20/06/21
Gaviota Azul,1750,20/06/21
Langosta,465,20/06/21
Las Perlas,210,20/06/21
Marlin,410,20/06/21
Pez Volador,220,20/06/21
Tortugas,780,20/06/21
Ballenas,145,21/06/21
Caracol,0,21/06/21
Chac-Mool,115,21/06/21
Del Niño,730,21/06/21
Delfines,1460,21/06/21
Gaviota Azul,200,21/06/21
Langosta,400,21/06/21
Las Perlas,155,21/06/21
Marlin,70,21/06/21
Pez Volador,130,21/06/21
Tortugas,350,21/06/21
Ballenas,145,22/06/21
Caracol,0,22/06/21
Chac-Mool,90,22/06/21
Del Niño,220,22/06/21
Delfines,810,22/06/21
Gaviota Azul,75,22/06/21
Langosta,290,22/06/21
Las Perlas,130,22/06/21
Marlin,130,22/06/21
Pez Volador,140,22/06/21
Tortugas,345,22/06/21
Ballenas,67,23/06/21
Caracol,140,23/06/21
Chac-Mool,160,23/06/21
Del Niño,400,23/06/21
Delfines,1080,23/06/21
Gaviota Azul,65,23/06/21
Langosta,920,23/06/21
Las Perlas,225,23/06/21
Marlin,155,23/06/21
Pez Volador,115,23/06/21
Tortugas,370,23/06/21
Ballenas,100,24/06/21
Caracol,240,24/06/21
Chac-Mool,120,24/06/21
Del Niño,300,24/06/21
Delfines,1100,24/06/21
Gaviota Azul,310,24/06/21
Langosta,625,24/06/21
Las Perlas,145,24/06/21
Marlin,130,24/06/21
Pez Volador,115,24/06/21
Tortugas,250,24/06/21
Ballenas,145,25/06/21
Caracol,128,25/06/21
Chac-Mool,150,25/06/21
Del Niño,130,25/06/21
Delfines,1200,25/06/21
Gaviota Azul,115,25/06/21
Langosta,535,25/06/21
Las Perlas,100,25/06/21
Marlin,390,25/06/21
Pez Volador,145,25/06/21
Tortugas,600,25/06/21
Ballenas,45,26/06/21
Caracol,70,26/06/21
Chac-Mool,40,26/06/21
Del Niño,450,26/06/21
Delfines,270,26/06/21
Gaviota Azul,260,26/06/21
Langosta,550,26/06/21
Las Perlas,105,26/06/21
Marlin,195,26/06/21
Pez Volador,130,26/06/21
Tortugas,350,26/06/21
Ballenas,85,27/06/21
Caracol,105,27/06/21
Chac-Mool,125,27/06/21
Del Niño,470,27/06/21
Delfines,1800,27/06/21
Gaviota Azul,650,27/06/21
Langosta,780,27/06/21
Las Perlas,175,27/06/21
Marlin,180,27/06/21
Pez Volador,80,27/06/21
Tortugas,700,27/06/21
Ballenas,220,28/06/21
Ballenas,105,28/06/21
Caracol,300,28/06/21
Caracol,200,28/06/21
Chac-Mool,430,28/06/21
Chac-Mool,250,28/06/21
Del Niño,355,28/06/21
Del Niño,160,28/06/21
Delfines,890,28/06/21
Delfines,565,28/06/21
Gaviota Azul,650,28/06/21
Gaviota Azul,215,28/06/21
Langosta,275,28/06/21
Langosta,310,28/06/21
Las Perlas,123,28/06/21
Las Perlas,110,28/06/21
Marlin,460,28/06/21
Marlin,310,28/06/21
Pez Volador,110,28/06/21
Pez Volador,125,28/06/21
Tortugas,500,28/06/21
Tortugas,640,28/06/21
Ballenas,70,29/06/21
Ballenas,45,29/06/21
Caracol,120,29/06/21
Caracol,196,29/06/21
Chac-Mool,215,29/06/21
Chac-Mool,150,29/06/21
Del Niño,840,29/06/21
Del Niño,230,29/06/21
Delfines,1300,29/06/21
Delfines,1090,29/06/21
Gaviota Azul,1100,29/06/21
Gaviota Azul,185,29/06/21
Langosta,420,29/06/21
Langosta,350,29/06/21
Las Perlas,245,29/06/21
Las Perlas,85,29/06/21
Marlin,420,29/06/21
Marlin,115,29/06/21
Pez Volador,180,29/06/21
Pez Volador,130,29/06/21
Tortugas,750,29/06/21
Tortugas,1550,29/06/21
Ballenas,125,30/06/21
Ballenas,55,30/06/21
Caracol,230,30/06/21
Caracol,163,30/06/21
Chac-Mool,320,30/06/21
Chac-Mool,72,30/06/21
Del Niño,1340,30/06/21
Del Niño,65,30/06/21
Delfines,1370,30/06/21
Delfines,850,30/06/21
Gaviota Azul,1000,30/06/21
Gaviota Azul,125,30/06/21
Langosta,800,30/06/21
Langosta,165,30/06/21
Las Perlas,422,30/06/21
Las Perlas,35,30/06/21
Marlin,620,30/06/21
Marlin,90,30/06/21
Pez Volador,230,30/06/21
Pez Volador,90,30/06/21
Tortugas,950,30/06/21
Tortugas,150,30/06/21
Ballenas,85,02/07/21
Caracol,55,02/07/21
Chac-Mool,350,02/07/21
Del Niño,370,02/07/21
Delfines,1750,02/07/21
Gaviota Azul,700,02/07/21
Langosta,285,02/07/21
Las Perlas,80,02/07/21
Marlin,340,02/07/21
Pez Volador,235,02/07/21
Tortugas,130,02/07/21
Ballenas,75,03/07/21
Caracol,155,03/07/21
Chac-Mool,215,03/07/21
Del Niño,1110,03/07/21
Delfines,1480,03/07/21
Gaviota Azul,950,03/07/21
Langosta,520,03/07/21
Las Perlas,190,03/07/21
Marlin,350,03/07/21
Pez Volador,245,03/07/21
Tortugas,350,03/07/21
Ballenas,120,04/07/21
Caracol,430,04/07/21
Chac-Mool,250,04/07/21
Del Niño,1390,04/07/21
Delfines,2000,04/07/21
Gaviota Azul,1480,04/07/21
Langosta,900,04/07/21
Las Perlas,215,04/07/21
